Restaurant;Type de restaurant;Catégorie du restaurant;Adresse;Code postal;Commune;Code Insee de la Commune;latitude;longitude;Conctact-téléphone-fixe;Adresse e-Mail;Url du site web;Plateforme/url.;Animal_accepté;Service(s) proposé(s) sur l'équipement;Langue(s) parlée(s) à l'accueil;Horaires d'ouvertures;Tarifs;Mode(s) de paiement accepté(s);localisation;Département
Bouillon Baron;Restaurant;Cuisine traditionnelle;11, Avenue Marie Talet;49100;ANGERS;49007;47.475829;-0.547967;02 41 43 34 79;bouillonbaron@gmail.com;;Facebook||https://www.facebook.com/Bouillonbaron ;oui;Service en terrasse,WiFi;Français;"20/03/2023||29/12/2023||||||09:30||17:00||||||09:30||17:00||||||09:30||17:00||||||10:00||18:30||||||11:00||21:30|||||||||||||||||||| ; 01/01/2024||20/12/2024||||||12:00||13:45||||||12:00||13:45||||||12:00||13:45||||||12:00||13:45||||||12:00||13:45||19:00||21:30|||||||||||||||| ; 01/01/2025||31/12/2025||||||12:00||13:45||||||12:00||13:45||||||12:00||13:45||||||12:00||13:45||||||12:00||13:45||19:00||21:30||||||||||||||||";"Menu adulte du jour (midi en semaine)||21,00|||| ; Menu adulte soir et week-end||29,00||||";Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant,Virement;47.475829, -0.547967;Maine-et-Loire
BOULANGERIE ANGE;Restaurant;Restauration rapide;2 Rue du Petit Savine;44570;TRIGNAC;44210;47.29867;-2.20788;02 40 53 60 05;oceange@orange.fr;;;oui;;Tout;01/01/2024||31/12/2024||Ouvert du lundi au samedi||Fermé le dimanche||06:30||||||20:00||06:30||||||20:00||06:30||||||20:00||06:30||||||20:00||06:30||||||20:00||06:30||||||20:00||||||||;;Tout;47.29867, -2.20788;Loire-Atlantique
Brasserie Cali;Restaurant;Brasserie;21 Rue du Bocage;44440;JOUE-SUR-ERDRE;44077;47.4959744;-1.420806;;;;;oui;;Tout;;;Tout;47.4959744, -1.420806;Loire-Atlantique
Brasserie de l'Hôtel de France;Restaurant;Brasserie;20 Place de la République;72340;LA CHARTRE-SUR-LE-LOIR;72068;47.7279084;0.57546899;02 43 44 40 16;bienvenue@lhoteldefrance.fr;http://www.lhoteldefrance.fr;;oui;Banquet,Séminaire,Service en terrasse,WiFi;Anglais,Espagnol,Français;01/01/2024||30/12/2024||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||||||||;"Menu adulte du jour (midi en semaine)||16,80||24,00|| ; Menu enfant||14,00||14,00||";Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.7279084, 0.57546899;Sarthe
Brasserie de la Maine;Général;Général;17 rue Chevrière;49080;BOUCHEMAINE;49035;47.420423;-0.610454;02 41 77 10 51;brasseriedelamaine.49@gmail.com;https://brasserie-maine.fr/;Facebook||https://www.facebook.com/brasseriedelamaine ;oui;Chaise haute / Réhausseur,Climatisation,Plats à emporter,Service en terrasse;Anglais,Espagnol,Français;"01/01/2023||31/12/2023||||||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:30||19:00||21:30||12:00||14:30|||| ; 01/01/2024||31/12/2024||||||12:00||14:00||19:00||21:30||12:00||14:00||||||19:00||21:30||||||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:30||19:00||21:30||12:00||14:30|||| ; 01/01/2025||31/12/2025||||||12:00||14:00||19:00||21:30||12:00||14:00||||||19:00||21:30||||||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:30||19:00||21:30||12:00||14:30||||";;Cartes bancaires,Chèques Vacances,Espèces,Tickets Restaurant;47.420423, -0.610454;Maine-et-Loire
BRASSERIE SUZETTE;Restaurant;Brasserie;3 Rue Augustin Fresnel;44600;SAINT-NAZAIRE;44184;47.28628;-2.29928;02 40 53 58 40;;https://www.suzettepornichet.com/;Instagram||https://www.instagram.com/brasserie_suzette/;oui;;Tout;01/01/2024||31/12/2024||Ouvert du lundi au vendredi||Fermé le samedi et dimanche||||11:30||14:00||||||11:30||14:00||||||11:30||14:00||||||11:30||14:00||||||11:30||14:00||||||||||||||||||;;Tout;47.28628, -2.29928;Loire-Atlantique
Break Station;Restaurant;Restauration rapide;3 place du 77ème RI;49300;CHOLET;49099;47.06493;-0.87007;02 41 62 11 88;;;Facebook||https://www.facebook.com/Break-Station-131689240681888/;oui;;Tout;;;Tout;47.06493, -0.87007;Maine-et-Loire
Burger et Sarrasin;Restaurant;Restauration rapide;3 rue des Lauriers;44350;GUERANDE;44069;47.32834;-2.42906;02 40 11 13 11;burgeretsarrasin@gmail.com;https://burgeretsarrasin.fr/;;oui;Service en terrasse;Tout;;;Tout;47.32834, -2.42906;Loire-Atlantique
Burger King;Restaurant;Restauration rapide;Boulevard de la Prairie;44150;ANCENIS-SAINT-GEREON;44003;47.3718108;-1.1984008;02 85 02 00 17;;;;oui;Climatisation,Plats à emporter,Service en terrasse;Tout;||||||||11:00||23:00||||||11:00||23:00||||||11:00||23:00||||||11:00||23:00||||||11:00||23:00||||||11:00||23:00||||||11:00||23:00||||;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Chèques Vacances Connect,Espèces,Tickets Restaurant;47.3718108, -1.1984008;Loire-Atlantique
BY SELF;Restaurant;Cuisine du Monde;1 Parc du Marché;44600;SAINT-NAZAIRE;44184;47.27944;-2.21596;;byself.restaurant@gmail.com;https://byself.restaurant/;Facebook||https://www.facebook.com/BYSELF.RESTO/ ;oui;Traiteur;Tout;01/01/2024||31/12/2024||Ouvert du mardi au dimanche||Fermé le lundi||||||||||11:30||14:30||||||11:30||14:30||19:30||22:30||11:30||14:30||19:30||22:30||11:30||14:30||19:30||22:30||11:30||14:30||19:30||22:30||11:30||14:30||19:30||22:30;"Menu adulte du jour (midi en semaine)||14,90||16,90|| ; Menu enfant||11,90|||| ; Menu adulte soir et week-end||28,90||||";Cartes bancaires,Tickets Restaurant;47.27944, -2.21596;Loire-Atlantique
Bô Zin - Cosmopolitan Food;Restaurant;Pizzeria;Place du 8 mai 1945;44350;GUERANDE;44069;47.328;-2.42976;;goujonjustin@gmail.com;https://bo-zin.restaurant/;;oui;Service en terrasse;Tout;;;Tout;47.328, -2.42976;Loire-Atlantique
CAFE DE LA PLACE;Restaurant;Brasserie;4 Rue du Pays de Retz;44860;PONT-SAINT-MARTIN;44130;47.1230511;-1.5843299;09 87 41 12 63;cafedelaplacecyril@gmail.com;;;oui;;Français;01/01/2024||31/12/2024||du lundi au vendredi 9h à 20h samedi et dimanche 9h à 14h||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;Cartes bancaires,Chèques bancaires et postaux,Tickets Restaurant,Virement;47.1230511, -1.5843299;Loire-Atlantique
Café restaurant Aux quatre routes;Restaurant;Cuisine traditionnelle;58 rue des Parcs Neufs;44410;SAINT-LYPHARD;44175;47.3602;-2.3738;02 40 61 96 41;lesquatresroutes@gmail.com;;;oui;;Tout;;;Tout;47.3602, -2.3738;Loire-Atlantique
Café Saint Martin;Restaurant;Brasserie;28 rue Saint Martin;49100;ANGERS;49007;47.46873;-0.55285;09 53 45 54 69;28saintmartin@gmail.com;;Instagram||https://instagram.com/@cafesaintmartin;oui;Service en terrasse;Français;"01/01/2023||31/12/2023||||||||||||||10:00||21:00||||||10:00||21:00||||||10:00||21:00||||||10:00||21:00||||||10:00||21:00|||||||||||| ; 01/01/2024||31/12/2024||||||||||||||10:00||21:00||||||10:00||21:00||||||10:00||21:00||||||10:00||21:00||||||10:00||21:00|||||||||||| ; 01/01/2025||31/12/2025||||||||||||||10:00||22:00||||||10:00||22:00||||||10:00||22:00||||||10:00||22:00||||||10:00||22:00||||||||||||";;Cartes bancaires,Espèces,Tickets Restaurant;47.46873, -0.55285;Maine-et-Loire
Chez Augustine, comptoir à fromages;Restaurant;Cuisine traditionnelle;14 Rue Saint-Martin;49600;BEAUPREAU-EN-MAUGES;49023;47.2028717;-0.9843838;02 41 75 10 92;chez-augustine@orange.fr;;Facebook||https://www.facebook.com/chezaugustine;oui;Plats à emporter,Service en terrasse;Tout;01/01/2024||31/12/2024||||||09:00||19:00||||||09:00||19:00||||||||||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||||||||||;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.2028717, -0.9843838;Maine-et-Loire
CHEZ LAND'RIE;Restaurant;Restauration rapide;17 bis rue de Pornic;44320;SAINT-PERE-EN-RETZ;44187;47.20683;-2.04503;02 52 80 00 83;;https://landrieburgerkebab.com/;;oui;;Tout;;;Tout;47.20683, -2.04503;Loire-Atlantique
CHEZ MARIE;Restaurant;Cuisine du Monde;3 boulevard René Coty;44600;SAINT-NAZAIRE;44184;47.2728137;-2.2035961;02 40 42 53 15;;;;oui;Plats à emporter;Allemand;01/01/2024||31/12/2024||Ouvert du lundi au vendredi||Fermé le samedi et le dimanche||||||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||19:00||21:00||||||||||||||||;Plats à la carte||10,00||15,00||;Cartes bancaires,Chèques bancaires et postaux,Tickets Restaurant;47.2728137, -2.2035961;Loire-Atlantique
Chez Paul Euro route;Restaurant;Cuisine traditionnelle;4 rue des fougerons;49700;DOUE-EN-ANJOU;49125;47.182765;-0.245811;02 41 59 03 33;euroroute@orange.fr;http://www.restaurant49-euroroute.com/;;oui;Climatisation,Plats à emporter,Service en terrasse,Table à langer,WiFi;Français;||||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;Cartes bancaires;47.182765, -0.245811;Maine-et-Loire
Christophe Drouillet Chef à domicile Traiteur;Restaurant;Général;26 A avenue des ibis;44500;LA BAULE-ESCOUBLAC;44055;47.28504;-2.3952;;christophedrouilletevenement@gmail.com;http://www.lechefadomicile.com;;oui;;Tout;;;Tout;47.28504, -2.3952;Loire-Atlantique
CK Traiteur;Restaurant;Général;27 rue Daguerre;44600;MESQUER;44097;47.29633;-2.29306;02 40 08 24 62;contact@cktraiteur.com;;;oui;;Tout;;;Chèques bancaires et postaux,Espèces;47.29633, -2.29306;Loire-Atlantique
COCO GALETTE;Restaurant;Restaurant gastronomique - cuisine raffinée;Plage du Porteau;44210;PORNIC;44131;47.11339;-2.14686;06 85 11 52 23;cocogalette44@gmail.com;;;oui;Plats à emporter,Traiteur;Tout;;;Tout;47.11339, -2.14686;Loire-Atlantique
CORNER'S;Restaurant;Bistrot / bar à vin;2 Rue Albert Chassagne;44250;SAINT-BREVIN-LES-PINS;44154;47.24693;-2.16512;02 28 53 34 13;corners.pubrestaurant@gmail.com;;;oui;WiFi;Tout;;;Cartes bancaires;47.24693, -2.16512;Loire-Atlantique
Crep'Chignon;Restaurant;Restauration rapide;Passage du Grand Cadran;49300;CHOLET;49099;47.06217;-0.87891;02 44 09 35 13;;;;oui;;Français;;;Tout;47.06217, -0.87891;Maine-et-Loire
CREPERIE LA GALETTIÈRE;Restaurant;Crêperie;6, rue Charles Loyson;53200;CHATEAU-GONTIER-SUR-MAYENNE;53062;47.8263398;-0.7057116;02 43 07 79 35;mamiegalette53@gmail.com;;Tripadvisor||http://www.tripadvisor.fr/Restaurant_Review-g660202-d1309667-Reviews-La_Galettiere-Chateau_Gontier_Mayenne_Pays_de_la_Loire.html;oui;;Français;;;Cartes bancaires,Tickets Restaurant;47.8263398, -0.7057116;Mayenne
CREPERIE LE BEL' HELEN;Restaurant;Crêperie;7-9 rue de la Vieille Porte;72000;LE MANS;72181;48.0057777;0.1946279;02 43 28 73 81;;https://lebelhelen.com/;Tripadvisor||http://www.tripadvisor.fr/Restaurant_Review-g187195-d4450683-Reviews-Le_Bel_Helen-Le_Mans_Sarthe_Pays_de_la_Loire.html;oui;Plats à emporter,Service en terrasse;Anglais,Français;"||||Crêperie ouverte tous les lundis soirs et le midi et le soir du jeudi au dimanche.||fermée lundi midi; mardi midi et soir et mercredi midi et soir||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;Cartes bancaires,Chèques Vacances,Tickets Restaurant;48.0057777, 0.1946279;Sarthe
CREPERIE SUZETTE;Restaurant;Crêperie;31 Boulevard du Président Wilson;44600;SAINT-NAZAIRE;44184;47.27038;-2.21114;02 40 70 30 20;;https://www.suzettepornichet.com/;Instagram||https://www.instagram.com/suzette_saintnazaire/;oui;;Français;01/01/2024||31/12/2024||Ouvert du lundi au dimanche||Ouvert 7j/7||||11:30||||21:30||||11:30||||21:30||||11:30||||21:30||||11:30||||21:30||||11:30||||21:30||||11:30||||21:30||||11:30||||18:00;Menu enfant||10,00||||;Tout;47.27038, -2.21114;Loire-Atlantique
CRESCENDO;Restaurant;Cafétéria;Centre Commercial Leclerc;44210;PORNIC;44131;47.12655;-2.12489;02 40 39 48 38;pornic@crescendo-restauration.fr;http://www.crescendo-restauration.fr;;oui;Plats à emporter,Traiteur,WiFi;Tout;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.12655, -2.12489;Loire-Atlantique
Crêperie - Le Clapotis;Restaurant;Crêperie;11 Promenade du Port;44510;LE POULIGUEN;44135;47.27458;-2.42517;02 40 45 94 39;;;;oui;;Tout;;;Tout;47.27458, -2.42517;Loire-Atlantique
Crêperie de Kéroman;Restaurant;Crêperie;6 rue de Keroman;44420;PIRIAC-SUR-MER;44125;47.38037;-2.54621;02 40 23 61 04;sandrine.2506@live.fr;http://www.creperie-keroman-piriac.fr;;oui;;Tout;"15/04/2024||30/06/2024||||||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||||||||||||||||||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30 ; 01/07/2024||15/09/2024||||||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00";;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.38037, -2.54621;Loire-Atlantique
Crêperie de la Source;Restaurant;Crêperie;106 rue de la Source;44210;PORNIC;44131;47.10692;-2.09798;02 51 74 29 36;;;;oui;Plats à emporter,Séminaire,Traiteur;Tout;;;Cartes bancaires,Chèques Vacances,Espèces,Tickets Restaurant;47.10692, -2.09798;Loire-Atlantique
CRÊPERIE DES FORGES;Restaurant;Crêperie;6 Rue de Saint - Germain;53420;CHAILLAND;53048;48.223353;-0.872233;02 43 26 70 89;contact@creperiedesforges.fr;https://www.creperiedesforges.fr/;Facebook||https://www.facebook.com/creperiedesforges/;oui;Service en terrasse;Anglais,Français;;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant;48.223353, -0.872233;Mayenne
Crêperie du Château;Restaurant;Crêperie;21 rue Saint-Aignan;49100;ANGERS;49007;47.47072;-0.55824;02 41 88 53 87;creperie.chateau49@gmail.com;;Instagram||https://instagram.com/creperie.du.chateau;oui;Chaise haute / Réhausseur,Service en terrasse;Anglais,Français;"01/01/2023||31/12/2023||||||||||||||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00|||||||| ; 01/01/2024||30/04/2024||||||||||||||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||||||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00|||||||| ; 01/05/2024||31/12/2024||||||||||||||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00|||||||| ; 01/01/2025||31/12/2025||||||||||||||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||||||||";Plats à la carte||5,80||14,50||;Cartes bancaires,Chèques Vacances,Espèces,Tickets Restaurant;47.47072, -0.55824;Maine-et-Loire
Crêperie du Passeur;Restaurant;Crêperie;8 place Robert Schuman;49460;MONTREUIL-JUIGNE;49214;47.54076;-0.61565;02 41 42 67 61;loma2@orange.fr;;;oui;Chaise haute / Réhausseur,Service en terrasse;Anglais,Français;"01/01/2020||31/12/2020||||||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||20:30||12:00||14:00|||| ; 01/01/2022||31/12/2022||||||||||||||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||||||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:30||12:00||14:00||||";;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.54076, -0.61565;Maine-et-Loire
Crêperie du Port;Restaurant;Crêperie;2 quai de la Petite Chambre;44490;LE CROISIC;44049;47.29514;-2.51227;02 40 23 05 82;creperieduportlecroisic@gmail.com;https://la-creperie-du-port-le-croisic.eatbu.com/?lang=fr;;oui;Service en terrasse;Tout;||||||||12:00||22:00||||||12:00||22:00||||||12:00||22:00||||||12:00||22:00||||||12:00||22:00||||||12:00||22:00||||||12:00||22:00||||;;Tout;47.29514, -2.51227;Loire-Atlantique
Crêperie du Soleil;Restaurant;Crêperie;1 place du Pilori;44490;LE CROISIC;44049;47.29403;-2.51111;02 40 23 81 98;creperiedusoleil44@gmail.com;;;oui;;Anglais,Espagnol,Italien;||||||||11:00||21:00||||||11:00||21:00||||||11:00||21:00||||||11:00||21:00||||||||||||||11:00||21:00||||||11:00||21:00||||;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.29403, -2.51111;Loire-Atlantique
Crêperie La Flambée;Restaurant;Crêperie;21 rue de la Lime;49600;BEAUPREAU-EN-MAUGES;49023;47.203388;-0.993663;02 41 63 32 93;;;Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g3946440-d8624136-Reviews-Creperie_la_Flambee-Beaupreau_Maine_et_Loire_Pays_de_la_Loire.html ;oui;Chaise haute / Réhausseur;Allemand,Anglais,Espagnol;01/01/2024||31/12/2024||Lundi : fermé||||||||||||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||22:30||||||19:00||22:30||||||19:00||22:00;Plats à la carte||6,50||12,50||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant,Virement;47.203388, -0.993663;Maine-et-Loire
Crêperie La Flotille;Restaurant;Crêperie;2  rue de la Juiverie;44490;LE CROISIC;44049;47.29532;-2.51347;02 40 23 02 14;cyril.cochener@gmail.com;http://www.creperie-laflottille-lecroisic.fr/;;oui;Service en terrasse;Tout;;;Tout;47.29532, -2.51347;Loire-Atlantique
CRÊPERIE LE CHARLI;Restaurant;Crêperie;23 rue de Nantes;44130;BLAIN;44015;47.475878;-1.761053;02 40 79 01 96;chrystele.barre@sfr.fr;;Facebook||https://www.facebook.com/Le-Charli-1517593311819050;oui;;Français;;;Cartes bancaires;47.475878, -1.761053;Loire-Atlantique
Crêperie le chat gris;Restaurant;Crêperie;39, Quai de Lauingen;49500;SEGRÉ-EN-ANJOU BLEU;49331;47.6861948;-0.8708006;02 41 61 11 43;;;Facebook||https://www.facebook.com/creperieduchatgris/?locale=fr_FR ;oui;Plats à emporter,Service en terrasse,WiFi;Allemand,Anglais,Français;31/12/2022||30/12/2024||||||||||||||||||||||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:30;"Menu adulte du jour (midi en semaine)||10,90||20,00|| ; Menu enfant||8,90||8,90||";Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.6861948, -0.8708006;Maine-et-Loire
CRÊPERIE LE MONTGEOFFROY;Restaurant;Crêperie;1 route des champs davy;49630;MAZE-MILON;49194;47.4673402;-0.281994;;scauret@wanadoo.fr;;;oui;Chaise haute / Réhausseur,Plats à emporter,Service en terrasse;Français;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||12:00||13:30||18:00||21:00||18:00||21:30||||||12:00||13:00||18:00||20:00;Menu adulte du jour (midi en semaine)||10,00||||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.4673402, -0.281994;Maine-et-Loire
CRÊPERIE LES SAVEURS DE JEAN;Restaurant;Crêperie;2 place des Halles;49120;CHEMILLE-EN-ANJOU;49092;47.2092569;-0.7287446;02 41 30 58 79;contact@lessaveursdejean.fr;;Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g644124-d6757922-Reviews-Les_Saveurs_de_Jean-Chemille_Maine_et_Loire_Pays_de_la_Loire.html ;non;Chaise haute / Réhausseur,Climatisation,Plats à emporter,Service en terrasse,Table à langer,WiFi;Tout;01/01/2024||31/12/2024||||Fermé le dimanche, lundi et mardi ||||||||||||||||||12:00||13:30||18:00||21:00||12:00||13:30||18:00||21:00||12:00||13:30||18:00||21:30||12:00||13:30||18:00||22:00||||||||;"Menu adulte du jour (midi en semaine)||14,70||14,70|| ; Menu enfant||9,00||9,00|| ; Plats à la carte||10,40||22,50||";Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces,Tickets Restaurant;47.2092569, -0.7287446;Maine-et-Loire
Côte et Baie;Restaurant;Cuisine traditionnelle;86 rue des Moutiers;44760;LA BERNERIE-EN-RETZ;44012;47.07272;-2.02167;02 40 64 68 49;ledrogomathieu@orange.fr;;;oui;;Tout;;;Tout;47.07272, -2.02167;Loire-Atlantique
CÔTÉ LAC;Hôtel restaurant;Cuisine traditionnelle;Route du Lac;44260;SAVENAY;44195;47.356116;-1.9212102;02 40 95 65 16;contact@savenaycotelac.fr;http://www.savenaycotelac.fr;;oui;Séminaire,Service en terrasse,WiFi;Anglais,Espagnol,Français;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.356116, -1.9212102;Loire-Atlantique
DOMINO'S PIZZA;Restaurant;Restauration rapide;3 rue de la Gare;44110;CHATEAUBRIANT;44036;47.7181277;-1.3719891;02 40 07 20 20;frchateaubriant@dominos.fr;http://www.dominos.fr;;oui;Plats à emporter;Anglais;||||ouvert 7j/7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Plats à la carte||7,00||||;Cartes bancaires,Chèques bancaires et postaux,Tickets Restaurant;47.7181277, -1.3719891;Loire-Atlantique
FLUNCH;Restaurant;Cafétéria;Rue de la Font au Brun;44570;TRIGNAC;44210;47.2999171;-2.2089109;02 40 90 40 69;s1012fr1-d@flunch.fr;www.flunch.fr;Facebook||https://www.facebook.com/FlunchTrignac44570/;oui;Plats à emporter,Traiteur,WiFi;Anglais,Français;"01/01/2024||31/12/2024||Ouvert du lundi au dimanche||Ouvert 7j/7||11:30||14:30||18:00||21:30||11:30||14:30||18:00||21:30||11:30||||||21:30||11:30||14:30||18:00||21:30||11:30||14:30||18:00||21:30||11:30||14:30||18:00||21:30||11:30||14:30||18:00||21:30 ; ||||||||08:30||||21:30||||08:30||||21:30||||08:30||||21:30||||08:30||||21:30||||08:30||||21:30||||08:30||||21:30||||11:30||||21:30||";;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Tickets Restaurant;47.2999171, -2.2089109;Loire-Atlantique
